TEXTO,LABEL
trajear tiempo chico donar diciéndole cáncer directo palabra,NEUTRO
mejor regalar sentar junto desear noche encantador ser amar lleno bendición,POSITIVO
okdiario hacer casar omiso sentenciar publicar plazo día recti,NEUTRO
ser madrina regalo,POSITIVO
joven correcto cadena insultante,NEGATIVO
litro beccecece hablar partir furioso pelo lengua decir,NEUTRO
mentres incansable constante segue dar paso regresar adiante forzabreo fagamosequipo,NEUTRO
amor paz fraternidad noticiar mediar polémico,POSITIVO
ano grande descubrimentos grande escritor,NEUTRO
chegamos nivel alto manipulación tvg allea velo sensación,NEGATIVO
tutorial dueño negocio exitoso esperar dejar experiencia franquicia suscríbete video seriar,POSITIVO
año permitir maltratador sentarse mesar juntar mujer hijo gente respetable,NEGATIVO
villano quedar perfección villano evolución corresponder doflamingo villano perfecto construcción introducción corresponder contar,NEUTRO
íntegro último entrevistar realizar,NEUTRO
peru desgobernar total administración incapaz subversivo llenar sobón cobarde ignorante provocar delicuencia terrorismo poner agenda,NEGATIVO
instituto cubano arte industriar cinematográfico preparar ciclar película documental,NEUTRO
grupo feliz próspero año nuevo salud seguridad christmas,POSITIVO
screenshot árbol versión corazón,NEUTRO
encantar gente contar coser tener preguntar sentir encantar,NEUTRO
geológico homínido pleito pleistoceno bueno feliz navidad,NEUTRO
escritor investigador recibir vegetal promover,POSITIVO
poder pagar jugar partir,NEUTRO
trabajador sanitario transexual género fluir afroamericano discapacitado,NEUTRO
entrevistar luz doctorar informático licenciar lingüístico profesor investigador centrar,NEUTRO
trinar ciclorutas decir vez viejo hpesto triste indignar,NEGATIVO
traer elegante hacer despedir año posible recordar ver,POSITIVO
show evento versar histórico considerar nivel mundial país hacer excelente gestión información importante salvar vida dignar televisarlo posible,POSITIVO
presidente salir trump,NEUTRO
vacuno país gran tecnología conservación cuidar asentir trasero vehículo militar ceremonia entregarlas inyectarlas autoridad importar delicado vacuno,NEUTRO
salud libertar hinojo potaje,NEUTRO
opinión corazón deportivista dar cidade arsenioi,NEUTRO
crear encuestar conocer oyente podcast poder crear mejor contener escuchar escuchar,NEUTRO
basar querer creer stock inversión emprender,POSITIVO
rato sopesarse tener nido espiar,NEUTRO
muchísimas amar,POSITIVO
principio valorar ideal verde vender mejor postor,NEUTRO
genial imaginar estropicio ser terry seguir humor igual afinidad bbc esmerar,NEUTRO
temporada regalo terminar permitir jugar hijo hijo juguete permitir,NEUTRO
país malo sistema comprar malo político gran inestabilidad vacuno demostrar último fila mediocre incompetente general,NEGATIVO
bueno montar estadista dejarlos,NEUTRO
decir dar género ser machito mundo igual poder hacer ser entender,NEUTRO
iluso poeta soñar mundo sentimiento bordar poesía prosa iluso po,NEUTRO
excelente argumentar venir ver distanciar profesionalismo,POSITIVO
acto clavar frío cegar corazón majísima gente,NEUTRO
viajar agrocalidad herbario insectarios soler semilla ecuadorsinplagas,NEUTRO
votar siguiente formulario magnífico awards ganador anunciar próximo semana,NEUTRO
precaución coidado familiar pedir coordinador enfermería centrar onde estiveron formar aos equipo dar próximo semana empezar vacinar nas residenciar dar zona,NEUTRO
investigar aadero instalar negoiado hína,NEUTRO
sacar novelar romántico soberbio hilar,NEUTRO
jovenes destruir pyme politicos,NEGATIVO
ir ser año conseguir,NEUTRO
biblioteca petrus convertir antiguo espaciar inspiración perder,NEUTRO
añadir avaricia bueno pensionar cotizar ir querer plantarse trabajo impedir,NEGATIVO
político público bajar nación pcias poder hacer gobernador intendente único autopsia hacer fallecer paciente homicidio culposo covid,NEGATIVO
problema latinar ver resultar latinar agobiar quitar,NEGATIVO
noche vida descargar mirar linear español ingle,NEUTRO
diciembre nacer villaralbo religioso propiciar formación nutrir grupo escritor intelectual fallecer asunción setiembre,NEUTRO
beneficio efecto nocivo aplicar conocimiento científico médico potenciar máximo beneficio directo indirecto paciente investigación reducir posible efecto nocivo,POSITIVO
llegar conclusión año pasar perder pasar tramitar ciudadanía europeo irme maridar hijo país inviable,NEUTRO
mejor tenerlo ir buscar reemplazar dejar equipar desarmar empezar año costar armar equipar competitivo hora hacer falto clase proyecto serio desarmar,NEUTRO
predicar ejemplo feliz pensamiento tóxico infundado,NEUTRO
prometer sacarles ladrón malo ideo total probar empresario robar periodista,NEGATIVO
quedarse dormir cuanto hora pasar junto techar mayor riesgo fácil acabar relajar medir distanciar mascarilla higiene,NEUTRO
iniciativo autofinanciado autónomo investigación periodístico periodismo digital observatorio abordar actualidad interés general plagiar,NEUTRO
esperar sonoro hidalgo justificación dejarse robar elección esperar ideo actitud estructurar unidad forzar venir amlo suerte,NEUTRO
decir mejor ganar malo perder bueno pregúntele azulejo toronto solo ganar serie mundial manager malo,NEGATIVO
institución entregar formación cristiano santificarse trabajar cumplimiento deber cotidiano abrir querer garantizar vestir gente malo decir ser obrar,NEUTRO
bestia insensible pasar familia quitemonos mentalidad mierda,NEGATIVO
nuevo reglamentar obligar cableoperadores reorganizar grillar incluir comunitario licenciar año deber,NEUTRO
compasión sentimiento amor vez hablar palabra,POSITIVO
tener regalo billetero rfid alto calidad hombre monedero pequeño aluminio delgado preciar,NEUTRO
weon nefasto hipócrita hacer gente amo falso creer callar,NEGATIVO
viajar traer vacuno aprobar hacer segundo,NEUTRO
saludar especial gobernador calderon familiasq divino niño iluminar hijo,POSITIVO
presidente ejemplo militar desafiante crear problema militar atentar investidura autoridad volar quedo policía lio,NEUTRO
delito prevaricato obstrucción procesar electoral grave penar privativo libertar año,NEGATIVO
elección enviar medio mega alianza buscar gubernatura,NEUTRO
suponer poder crimen organizar dar soñar anhelar ver delincuente cuello blanco intocable ser perseguir ley afán sacarla poder seguir delinquir,NEUTRO
año llenar prueba momento detenernos apreciar importante lleno amor deseo partir equipar dirección obrar público infraestructura desear feliz,POSITIVO
volver recordar intentar subir monorol tweet dar,NEUTRO
recordar votar cúcuta salir,NEUTRO
hermoso triste youtube dar dislike navideño,NEUTRO
expresionismo cedar,NEUTRO
defender imponer ley impedir traidor,NEGATIVO
contar inconsistente mundo decir hacer mejor coser sacar coser nuevo inovando amar bueno alcanzar palabra expresarlo,POSITIVO
narcochafas glorioso momento,NEUTRO
gracia pasar bonito navidad familia,POSITIVO
desear salud sueño cumplir seguir acompañar éxito,POSITIVO
ediocridad portunismo etroceso stupidez epotismo rrogancia esperanzar,NEUTRO
personaje dividir país hombre llenar odiar decir ser activista ddhh delincuente,NEGATIVO
levar mesar poder acompañar consultar ver embarazar dar ceamos soios nosa pequena vexo moitos norma ide merda,NEUTRO
nuevosescenarioseducativos trabajar colaborativo reflejo decir actor institucional nacional internacional agradecer generosidad leerla,POSITIVO
feliz ser querido fuerte padre hijo amor poder dar,POSITIVO
merecer peor universo pelotudos tibio ignorante,NEGATIVO
información brindar femicida mujer año violencia género constante amenazar partir hombre señalar hermanar confirmar,NEGATIVO
siglo siglo dia año nuevo loquero formosa,NEUTRO
olvidar chileno herencia dejar entrar piñe,NEUTRO
deme caldito huevar apazote,NEUTRO
orgulloso caminar recorrer ilusionar quedo recorrer cos cabeza nas nube imos,NEUTRO
amarar cuéntanos vivir usar mediático televisivo aprovechamiento político oportunidad riesgo impulsar prevención contagiar,NEUTRO
hacer super manco parry gastar orar,NEUTRO
excelente gente informar desinformados generar caos,NEGATIVO
inaccesible financiar mentira,NEGATIVO
oncólogo médico nacional internacional grupo cooperativo hospital organización sanitario asociación,NEUTRO
historia gobernante inútil incapaz irresponsable partir inepto,NEGATIVO
repentino increíble preocupación talcual,NEGATIVO
centro concertar seguir negociar empresario tiempo núcleo expansión pensamiento reaccionario país,NEUTRO
importante chorizo feliz fiesta,POSITIVO
argumentar pobre decir oposición enojar llegar vacuno querer llegar ávido tirar sonar marchar zacateco mínimo indispensable,NEUTRO
pelar militar vakeros pirata,NEUTRO
saber comentar nas redar,NEUTRO
saludar especial sociedad justo inclusivo esperar seguir compartir esfuerzo feliz fiesta inadisalta,POSITIVO
cabeza jalisco rezagar dar resultar prueba covid llegar vac,NEUTRO
herramienta eléctrico perfecto ayudar movilidad acoplar sencillo rapido,POSITIVO
beber llamar amar bebé amar reymir,POSITIVO
gracia caro felicidad familia,POSITIVO
comunidad sumo caso comunitario importar miércoles elevar contagiar acumular país caso,NEUTRO
día parecer normal conocido amigo posar intercambio encerrar cuartar,NEUTRO
prueba descabellar españolar especie,NEUTRO
real gozarme tipo musicar hablar,NEUTRO
nuevo canción vídeoilustración gráfico historia angustioso final feliz relatar trav,POSITIVO
covid hombre agredir personal salud salir casar,NEGATIVO
bueno día creer ser diciembre poner calle puesta ir,NEUTRO
ir despojar recordar individuo hito proclamar ideologia denegar historia reescribiendola creer creer,NEUTRO
cansar agorero decir gente hacer,NEUTRO
embajador digital embajador empresa proyectar autor humanosellibro,NEUTRO
arreglándose llevar,NEUTRO
ir perdonar llevar vestir último mes hostelería seguro camarero,NEUTRO
diciembre bueno nacer compositor trascendente innovador,POSITIVO
haz proceder casar tomar culo,NEUTRO
maria lucrecia andrea único ganar quedar,POSITIVO
rapaz maxia paseante dar rúa puideron disfrutar espectáculo orixinal elegante coñecido polas puro magia benvido,NEUTRO
bueno decisión recusación impedimento juzgamiento control superior,NEUTRO
poner decirnos ideo principio dogma,NEUTRO
reiterar ciudadano diciembre suspender servicio recolección poblar entérate,NEUTRO
rrhh personar contratarse tranquilidad seguridad aprender creatividad servir buscar nuevo oportunidad trabajar descubrir,POSITIVO
feliz libertar pensamiento ideología victorioso valiente político sombrar vivo chacal,NEUTRO
brigada médico ejemplo humanismo internacionalismo cubasalvavidas,POSITIVO
día terminar año nefasto desear amor paz inmenso prosperidad,POSITIVO
orden interrumpir violencia conocer orden,NEUTRO
principio diciembre partir estudiar clínico fase evaluar eficacia seguridad inmunogenicidad vacuno sarscov probar eluniversalplus,NEUTRO
enportada canirac cce coparmex pisar disposición,NEUTRO
agardo sexamos celebrar xelaarias letrasgalegas ledicia foto,NEUTRO
escribir asin cocolate porra porra foto fibra noticiar hoyporhoy anapastor derecho izquierdo,NEUTRO
performance íntimo increíble seguidor verizonup gracia invitación ser partir,NEUTRO
colombiaparticipa orgullo cabeza recibir,NEUTRO
plano teleidiotiza imagen serio,NEUTRO
individuo odiar caca boca peru buscar solo partr tajar arañar insultar,NEGATIVO
diseñar crear valor innovación organización crecer comunicar saber diseñar esencial,POSITIVO
islallana desear feliz próspero año primar,POSITIVO
jajajjsjsjajajajajajajajajaajajjajajajaja risa mardito insultar querer insutar solo decir gramo jajajajajajaja,NEUTRO
mujer entrar político mujer cambiar mujer político cambiar político,NEUTRO
leer tirio troyano filia fobia feliz compañía,NEUTRO
bueno día mar salud referir,NEUTRO
decembro poeta naturalista inglés,NEUTRO
desgobernar chancho duqueuribe,NEUTRO
esperar tornear transición quedar defensa necesitar mediar delantero crack titular,NEUTRO
creer doctor indicar saber existir falto profesional médico,NEUTRO
devoción propaganda recordar peor dictadura punto especificar,NEGATIVO
familiar cenar intercambiarse regalo considerar fiesta carácter cultural familiar familia celebración religioso felicidad,POSITIVO
enfermedad común pedir salir enfermedad común mental difícil comprender imposible curar penar ser cadena juzgaria,NEGATIVO
é𝗽𝗼𝗰𝗮 𝗿𝗲𝗲𝗻𝗰𝘂𝗲𝗻𝘁𝗿𝗼,POSITIVO
fornicar pos vicio naturaleza puesta ejemplo sufrir castigar fuego eterno manera soñador carne autoridad potestad superior,NEGATIVO
feliz don cuidarse día soltar bucara,POSITIVO
depas decir,NEU
lingua propio fútbol único inseparablem,NEU
solicitar turnar horario trámite secretar movilidad fama inepto incompetente,NEGATIVO
querer hacer lindar día leer intención invitar twitear cartita papá,NEU
difícil uds casto político privilegiar millonario parasita bolsillo difícil fundir pagar impuesto desempleado niño clase pedir disculpar privilegio,NEGATIVO
nuevo denunciar mañanero represión trabajador corrupcion funcionario pemex tolerar protegido incapacidad ineficiencia ignorancia dir dar caro responder paso pemex,NEGATIVO
poder llegar niño niño familia detallar amor seguir sociedad sensible inclusivo unjugueteunasonrisa navidad lasrabonas,POSITIVO
korrupta inútil caminar calle personar grato ciudadano honesto ir lado patético,NEGATIVO
interés formar familia bajo conservador deber avisparse poner incentivo bajar cargar tributario familia hijo subir avanzar bienestar tener hijo equivaler tener pagar colegiar,POSITIVO
efectivo policial alertar poner control sur iniciar búsqueda rodar duster dar calle abrir llave interior patente colocar,NEUTRO
llamar atención nivel mundial noble gestar personal médico mostrar agradecimiento,POSITIVO
año inexplicable accidentar morir dudar respuesta,NEGATIVO
gobernador diputar senador integrante federal contagiar covid largar,NEGATIVO
exacto usar argumentar desarrollar científico industrial mano lleno minero práctico vender piedra desarrollar contaminación pobreza imponer diesel,NEGATIVO
vivir buseta imagínarte tiempo partir bus esconder teléfono llevar dar casar montar robar,NEGATIVO
mínimo decencia legislador partir enero terminar,NEUTRO
quedar ir día comer pasar invitar,NEUTRO
navidadx premio diario enero gefo,NEUTRO
terminar temporada momento presidente hablar socio hinchar lunes hacer balance,NEUTRO
casino avión promoción dejar graduarse jardín inhumano,NEUTRO
vaco vida arbolito tipo pasar,NEUTRO
aplicar igualdad preferencia presidentekks rico pobre municipio mestizo indígena güeritos prietitos chico grande joven adulto creer mexicano pendejo,NEUTRO
navidad amor divino dirigir corregir cambiar vencer,POSITIVO
cuarentena forzar aprender recortarme ser único coser bueno,POSITIVO
incluir vividor colaborador mercenario farsante impostor,NEGATIVO
ser autoridad materia transparencia acceso información público,POSITIVO
titular cagarlos patada tardar inmolar,NEGATIVO
ir decir feliz ser compañía año querer ir acompañar tui,POSITIVO
desear feliznavidad nacimiento señor llenar corazo,POSITIVO
afectar nuevo ley celaá cambio producir educación,POSITIVO
pasar abandonar monedar ingresar peni,NEGATIVO
querer regalar puño helar favorito poder conseguir,NEUTRO
bueno día engañar vacuno belga chsm,NEGATIVO
compartir juntar director distrital río director sur,NEUTRO
ir espaciar ser iluminar luz propio,POSITIVO
mensaje año festejar navidad igual responder mensaje señor barbar,NEUTRO
extrañar ser chico hora esperar abuelo almorzar ir comprar bengala abuelo,NEUTRO
difícil influir imaginación leer creer imagen ritmar,NEUTRO
esperar ocasión poder reunirnos degustar tintar feliz fiesta,POSITIVO
cuidaos slgu fallecer día triste familia concidir página,NEGATIVO
rey,NEUTRO
venir familia parpadear razón ruido gente internamente agradecer mudar sitiar grande mano mover dejarle caricia niño,POSITIVO
día jurar ceñir,NEUTRO
decir voz santo poner gritarle insultar fantasma chau,NEGATIVO
vida integridad policía,NEUTRO
ver incorporar luz estantería gustar quedar figurita,NEUTRO
reconocimiento alcalde llegar apoyar ejecución inversión programar social detalle gt,POSITIVO
llamar jerarquía vez traer jugador récord fútbol argentino hacer sapo salir campeón equipar individualidad,NEUTRO
comisión operativo inspección trabajar amplio plantilla inspeccionar información comisión operativo inspección avanzar ampliar plantilla inspector,NEUTRO
tonto dejar pesar,NEGATIVO
gráfico,NEUTRO
expulsión inmediato cárcel marroquín caer ladrón activar robo prisión,NEGATIVO
paz alma ir gran mexicano ejemplo luchar día día hacer falto franky abrazar solidario hijo,POSITIVO
decir millón vacuno primero entregar lograr decir,NEUTRO
formar cuadrar entender cuadrar progresista venir ser sector superior eje vertical izquierdo izquierdo eje horizontal cierto,NEUTRO
puro show pendejo ignorante,NEGATIVO
lanzamiento beneficio personar mayor intendente río asenjo director ser distribuir sucursal comunal valdiviacl losrios,NEUTRO
socio hinchar sanlorenzo llevar cabo enorme mover solidario racionar comer juguete víspera sialaleyderezonificación,NEUTRO
gente agendada escribir peor limar,NEUTRO
decir dinero comprar vacuno preocupar depender disponibilidad,NEUTRO
hiso pataditas cursedquién rayo reseñar jugar,NEUTRO
jugar nuevo juguete adulto sexual cafetero hacer bueno café,NEUTRO
regalar lithanavidadmidsummerfestividaddeturno zico subir foto,NEUTRO
llegalavacuna improvisar hdps negociar apurar comprar vacuno aprobar gobernar seriar poblar adormecer idiota,NEGATIVO
dediciembre acto celebrar salón revolución otorgar,POSITIVO
día aínda permitirme ir sanidade privar urxencias citar rápido medicación específico paso mesmo recurso,NEUTRO
aguilar último año robar propiedad cobrar dinero dueño juicio,NEUTRO
saber cantidad gente conocer montón conocer redar señor,NEUTRO
uds constructor modelar corrupción impunidad destruir argentino luz iii,NEGATIVO
familia,NEUTRO
atresmedia aprovechar tirón foqelreencuentro emitir físico químico neox darle varied,NEUTRO
preguntar verdad preguntar subir blog contestar gracia curiosidad fan,NEUTRO
reflexión manera creer ordenador móvil influir escriturar,NEUTRO
nochebuena inaudito embargar hacer nadaaa,NEUTRO
camión trabajador medir seguridad higiene,POSITIVO
problema gran personalidad ver hacer ver hacer coser genial increíble verdad saludo,POSITIVO
ver momento vender imaginar hacer historia gente paso seguir sufrir gustar,NEUTRO
descargar calendario ilustrar mejorar reflexionar tenerlas pre,NEUTRO
festas espazo expositivo belén arturo baltar,NEUTRO
día triste familia amigo dejar campar directivo,NEGATIVO
bueno día especial twitteramig virtual carne hueso día día agregar seguir saludar,NEUTRO
venir mierda insultar brazo cruzar mirar dar chaval,NEGATIVO
triste ver gente cerebro captar culpar permitir seguir promover venta pasar asta darles valer ir borrego pie lugar,NEGATIVO
vacuno maltratar niño enfermo intentar curar variar feliz navidad salvador mundo vivo dejar vivir,NEUTRO
pamina peregrino its christmas navidad frío,NEUTRO
normal hacer humor soñar despertar arrecha,NEUTRO
contigochv juventud chileno valer elite economica chileno grupo individuo analfabeto ultimos tiempo dmatamala página,NEUTRO
novio despertar irse trabajar,NEUTRO
oír erar amigo,NEUTRO
querer enamorarme grito auto,POSITIVO
serio lamentable partir año historia popular revolucionario america,NEUTRO
expresar apoyar decir gustar sumarse aventurar ayudar,POSITIVO
gente apoyar verdad cuenta medio reforzar agradecer vez labor digno sufragar gasto tiempo invertir prosperar ir mejorar,POSITIVO
terminar empezar trabajar independizarme conocer irme vivir bonito mundo descubrir coser sabio,POSITIVO
reclamar decir niño sentar esperar decidir hacer cumplir ley consumidor barsas tusar inoperancia mentira,NEGATIVO
gente preocupar intentar ayudarles gente,POSITIVO
dato jugar antiguar juntar osea posterior decir coincidir insistir drogar,NEGATIVO
pistar profesor ir velocidad match ir lugar mundo cuestión minuto tener agente gobernar físico asesino inglés clase chico clase,NEUTRO
dejar enlazar momento musical cole realizar cariño feliz navidad,POSITIVO
viejo demostrar incultura mejor echar insultar mejor quedar violentar ignorante salvaje iletrado,NEGATIVO
molesto gente usar terf insultar incitar odiar solo flaco pensar diferente amigo quedar sororidad respetar personar tenis lado,NEGATIVO
planificar operativo vuelo traer ruso,NEUTRO
cansar agorero decir gente hacer único dejar dar coñazo vivir día,NEUTRO
decir teflón,NEUTRO
nuevapatynavidad sustentar científico cantante origen cubano señalar basto vibrar alto eliminar coronavirus,NEUTRO
llamar referente dañar rival turnar querer ganar jugar hombre basto engreír idolos barrer,NEUTRO
ser gustar compartir mediar vez sentir información feliz noche bueno niño transformar gratar vivir feliz navidad,POSITIVO
atención actor pronunciar oficial neyra,NEUTRO
hacer interacción salir lovrega partir momento político interacción,NEUTRO
comité araucaria recibir certificar calificación definitivo ingresar procesar postulación casar propio,NEUTRO
hermoso perder interés personar creer ir superar,POSITIVO
dar dar hacer cumplir top cantidad calidad,POSITIVO
papá enseñar muerte partir vida momento triste recordar bueno momento,NEUTRO
amor valer mayoría cuento mágico fácil instantáneo,POSITIVO
pedir implementación nuevo orden mundial masón,NEGATIVO
ir terapia urgente pq hermano matar ex mejor amigar intentar hacerlo nuevo morir,NEGATIVO
hacer denunciar nombrar completar denunciarlo difamación injuriar,NEGATIVO
boletín plan abastecimiento alimentario circuito bicibogotá región resultar importante,NEUTRO
marzo incorporar producción científico abrir baeza,NEUTRO
mayoría finca gentuza influyente meterse palabra mayor coser gentuza atrever cazar construir espacio protegido paso cabañero,NEUTRO
probar vestir ir gastarme pavo hacer next gen serie perfecto decir next gen resolución llegar fps,NEUTRO
xornal burgas levar contidos conformar poesía relato noticiar actividad tivo datar curro,NEUTRO
desear poblar seguir chingar dinero congruencia ganar nuevo pensar partir regresar rata,NEUTRO
amigar decir feliz navidad significar querer significar amar,POSITIVO
criticar alianza vivir incluir alianza ser emplear corrupto inepto dejar callar gente nulo capacidad gobernar alvmorena niunvotoamorena feliznavidad,NEGATIVO
retar pasar tener vacuno tener población vacunar propaganda demagogia masturbación ideológi,NEGATIVO
poner vez día coser,NEUTRO
facilitación comerciar sinónimo aduanar embargar ver autoridad decir reunión programar ejemplo herramienta útil fundamental procesar trabajar equipar,NEUTRO
esbirro área inútil cínico rastrero imposible hdp,NEGATIVO
mundo avanzar vacuno dióxido cloro,NEUTRO
llegar babalaos cubano planear rato supuesto médico medicos,NEUTRO
celebrar cumpleaños contestar,POSITIVO
pedir implementación nuevo orden mundial masón illuminatis youtube,NEUTRO
millón habitante recibir vacuno dosis iniciar vacunación,NEUTRO
querer pasar noche iwa ver guapo boca abrir ver contento sentimiento muérdago,NEUTRO
día padre hablar teléfono tener gritar,NEGATIVO
querer descargar mirar linear español ingle theweddingsinger,NEUTRO
ser mensaje recibir privar,NEUTRO
imagen ingresar catedral inmaculado iniciar celebración religioso previo,NEUTRO
cliente proveedor amigo familia querer desearle feliz navidad gran encontrar salud trabajar esforzándonos mundo futuro paz igualdad,POSITIVO
llegar juntar segundar partir saludo tímido nuevo,NEUTRO
semana tender dañar decia hora diario,NEGATIVO
armar sujetar escopeta ballesta flechar ovalle,NEUTRO
tren agostar terrateniente figurar prominente derecho jienense sacerdote,NEUTRO
vacuno llegar bueno show,NEUTRO
matinal producto televisivo tóxico insufrible infomerciales redituan,NEGATIVO
único revolución social vestir inepto intolerancia,NEGATIVO
advisor amazon,NEUTRO
inaceptable abrir cazador españolar abatir animal,NEGATIVO
gremio agrario operación empresa agrícola escalar violencia trabajador,NEGATIVO
hacer fábrega hablar opinarlo único mente,NEUTRO
show corazón razón gente olvidar fracasar mil,NEUTRO
anticapitalista grande descubrimento,NEUTRO
facha enfadar integrador racismo encarnar vestir comentario,NEGATIVO
salvaje celta germano civilizar impulsar alto gloria católico motor,NEUTRO
día lograr acabar resultar final retoque,NEUTRO
coviddados dgs registados novos caso mortes alentejo,NEUTRO
hermoso,POSITIVO
querer amigo navidad irnos fiesta año morir,POSITIVO
feliz navidad familia saludo amistad hacer tiempo familia uioparejas uioswinger,POSITIVO
iniciar económico repartir menú elaborar centrar superior hostale,NEUTRO
diciembre nacer thomas militar revolucionario comunista teórico panafricani,NEUTRO
ser expresar impotencia sentir ver maltratar recibir trabajar gente trabajar país denunciar llevar juicio chico sacarlas basura,NEGATIVO
año vita venta bueno inversión,NEUTRO
enero pensar iniciar fase comenzar po,NEUTRO
momento ser videojuego alto,NEUTRO
alcaldesa aclarar dudar nuevo medir bioseguri,NEUTRO
apreciar estar argentino ineficaz comprar vacuno mediocre razonar motivar ideología socialista socialismo chileno oposición mostrar mezquino socialista comunista,NEGATIVO
tarar entender ver cobarde abusivo inves,NEUTRO
gustar formulario pedir género figurar identidad autopercibida importante mensaje,NEUTRO
comprar último momento calor largo fila intensar movimiento,NEUTRO
compartir fiesta año nuevo familia minimizar riesgo contagiar respetar cumplir,POSITIVO
iniciar hermano chino ser solidario,POSITIVO
sector clavar reactivación actividad aportar exportación,POSITIVO
civil detectar progresivo aumentar pasajero ruta aéreo nacional internacional,NEUTRO
oír vestir pelicula hacedlo qe vestir vida,NEUTRO
votar electoral individual sacar millón voto trump ganar voto electoral vez anterior trump,NEUTRO
desear feliz desear ver colmar alegría paz,POSITIVO
desvergonzar manipulador basica superficial ir pensdora intelectual,NEGATIVO
familiar hijo lupita cantante poder tener lesión sistema nervioso central,NEUTRO
consciente cenar lugar ser padre hermanar hermano madre,NEUTRO
multitudinario marchar obligar carcelero retroceder aflojar ir libertar,NEUTRO
necesidad sistema plazo urgente mujer empujar clandestinidad incertidumbre,NEGATIVO
dejar vida pasar privilegiar,NEUTRO
seriar palabra nivel creer escribir canción pensar faves,NEUTRO
subnormal pasársela reafirmar lugar origen baile canto tocar instrumento diciéndole hijueputa crecer,NEGATIVO
caer recibir millón dosis vacuno,NEUTRO
ver show tolerar narciso nefasto escoltar evaristo tendencia valer,NEUTRO
interactuar tú conocer vida,NEUTRO
coser cazar cinegetica puto mierda gente cazador sicario naturaleza,NEUTRO
día diario destacar llegar vacuno diario eje,NEUTRO
imaginate pasar impensable imposible alianza partir diferente incompatible posible porquería cochinero resultar dar moreno felicidad,NEGATIVO
seguridad salud educación adulto mayor cultura deportar inclusión pilar sistema muni,NEUTRO
ser fecho especial acordar asoc desear diferente fiesta hacer magia navideño formar llenar esperanzar ilusión día feliz fiesta,POSITIVO
pensar mejor catre tirar soler pasillo ver imagen marzo insistir habilitar edificio salud cama adecuar austeridad sacar presupuestar necesario,POSITIVO
plantar cultivar alegría invadir existir gran fiesta fe amor abrazo amigo,POSITIVO
acordar thomas despedir detalle pochettino nuevo entrenador petición presidente alkhelaïfi director deportivo thiago,NEUTRO
jajajjajqjqjq sentir reinar dales oportunidad viejo,NEUTRO
otramirada nacional informar miércoles fallecer periodista atentar sufrir exigir investigar imparcialidad,NEGATIVO
nombrar equipar ace desear feliz fiesta gran esperar traer salud prosperidad oportunidad seguir trabajar país mayor desarrollar científico tecnológico calidad vida personar,POSITIVO
dar tendencia proyección único conclusión querer comportamiento odioso fanático irracional seguir pataleta importante lloriquear verdad cambiar,NEUTRO
llegar vacuno bueno noticiar riesgo comunicacionales alto generar sensació,NEUTRO
procesar mantener congelación descongelación proseguir campaña vacunación siguente día,NEUTRO
desear día ocupación,NEUTRO
paises quedar claro presenciar estar policial organismo internacional servicio instancia atacar paises protección,NEGATIVO
abrir quitar cable usbs frontal cargar conectar mandar feliz navidad,NEUTRO
palabra hueco hipócrita saber esbirro dncd enfermo proteger corrupción abrir ojo legalizar medicinar canábica resolver partir problema drogar,NEGATIVO
entornosvirtuales cuestionario partir,NEUTRO
grande hindú partir record semana,NEUTRO
imaginar pasar mejor cerebro funcionar regular estrategia usar sudar mundo llegar bombo atómico invadir basar hostia,NEUTRO
voltaron votar senado recoñecemento indemnización contrato investigador seguir traballando fin precariedade investigación,NEUTRO
suspender ingresar turista país limítrofe vuelo,NEUTRO
caso teórico derívanse outras variable incidencia acumular día,NEUTRO
verdad decir perderse rico engendrar,NEUTRO
feliz tiparraco masticae pelar invitae,NEUTRO
tener claro acabar año arreglar error pasar familiar amigo enemigo conocido hacer,NEUTRO
gracia tampico viento norte fuerte,NEUTRO
pantallazo notificación contar twitter responder preguntar hacer adivinar país decir nombrar solo,NEUTRO
mínimo asegurar escribir llamarle imbécil bueno pase bueno navidad trollecito,NEGATIVO
crítico lograr detener ley poner ejército cuidar,NEUTRO
vivir hijo pensar justicia honestidad integridad pensar,POSITIVO
aeropuerto internacional ciudad avión proc,NEUTRO
oficial proyectar llegar senado martes,NEUTRO
quedar aprobar proyectar modificar ley número seguridad público establecer,NEUTRO
ir entrar pasar avión cargar haitiano aeropuerto mirar,NEUTRO
emirato indio aprobar salud recomendación informate dejar ver infoembajada,NEUTRO
retirar fundar,NEUTRO
diciembre nacer florencia nacer bueno escritor periodista investigador publicar librar editorial trabajar periodismo,POSITIVO
aumentar testeo laboratorio privar peronista mafioso incapaz inútil mercar,NEGATIVO
réxime español procesar descomposición emitir sen matizar fedor dar podremia reaccionario anti,NEUTRO
plis ir servir ir tener conducto ee,NEUTRO
equivocar seguir amlo mañanero placer ver cúmulo estupidez ineptitud personar pobre,NEGATIVO
sudadera negro grande comprar gente disforia ocultar maximo posible cuerpo gente llegar punto ponerselas clase calor quitarselas anyways explicarme tomar referenciar meme,NEUTRO
gobernantesgobernadosopositoreslgtbradiotv especial planeta almamentey serles desear feliz navidad invocar presenciar hogar corazón udscon bendición parabién,POSITIVO
entrar links mínimo minutar tweets,NEUTRO
salir especial navideño respuesta tomar comentario respuesta váyase conche,NEUTRO
